message,anomaly_score,is_anomaly,rule_based_flag,is_whitelisted,combined_anomaly,confidence_score,explanation
2025-04-27 18:44:10 log_channel(cluster) log [DBG] : recovery completed for PG 961,3.427255137467e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:26 log_channel(osd) log [WRN] : OSD 0 heartbeat missed,0.0028648811858147383,True,True,False,True,0.0964,"This log shows unusual patterns with tokens: '##n' (uncommon usage), 'missed' (uncommon usage), 'wr' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:40:44 log_channel(cluster) log [DBG] : scrub ok,9.126955546889803e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:53 log_channel(pg) log [DBG] : PG 914 is clean,1.6018736914702458e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:20 log_channel(cluster) log [DBG] : recovery completed on osd.0,2.1234123437352537e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:15 log_channel(mon) log [INF] : no pending health issues,0.0002195070992456749,False,False,True,False,0.0074,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:39 log_channel(audit) log [INF] : auth key accepted for client 5717,0.00017015459889080375,False,False,True,False,0.0057,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:02 log_channel(cluster) log [INF] : snapshot 680 created,1.490114556190747e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:08 log_channel(mon) log [ERR] : election timeout for monitor 3,0.000659091048873961,True,True,False,True,0.0222,"This log shows unusual patterns with tokens: '##out' (uncommon usage), 'time' (uncommon usage), 'monitor' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:45:07 log_channel(cluster) log [INF] : RADOS operation completed for pool 515,1.2423413409123896e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:46 log_channel(mgr) log [INF] : mgr module reload succeeded,0.0003218843194190413,False,False,True,False,0.0108,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:09 log_channel(cluster) log [DBG] : osdmap 108: 19 total, 8 up",4.194477696728427e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:11 log_channel(client) log [INF] : client 9442 executed command status successfully,1.7136318319899146e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:12 log_channel(mon) log [INF] : MON 1 beacon received,5.625154813060362e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:40:17 log_channel(cluster) log [DBG] : osdmap 162: 11 total, 9 up",1.558770236442797e-05,False,False,True,False,0.0005,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:38 log_channel(cluster) log [ERR] : MON 3 crashed due to out of memory,2.0302800862737058e-07,False,True,False,True,0.0,"This log shows unusual patterns with tokens: '3' (uncommon usage), '27' (uncommon usage), '18' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:40:25 log_channel(cluster) log [INF] : client reconnect complete,0.0013814630219712853,False,False,True,False,0.0465,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:43 log_channel(cluster) log [DBG] : recovery completed on osd.8,2.626325397159235e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:38 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 893,1.229345087949696e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:07 log_channel(cluster) log [INF] : mon.3 quorum formed with mons: mon.0,mon.3,mon.2",1.456566224078415e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:45 log_channel(mds) log [INF] : MDS.0 session with client.1424 established,0.0004861405468545854,False,False,True,False,0.0164,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:13 log_channel(cluster) log [INF] : reweight-by-utilization applied,0.0007545551052317023,False,False,True,False,0.0254,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:00 log_channel(cluster) log [INF] : snapshot 594 created,1.1175863789958385e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:44 log_channel(cluster) log [ERR] : MON 5 crashed due to out of memory,1.7136315477728203e-07,False,True,False,True,0.0,"This log shows unusual patterns with tokens: '5' (uncommon usage), '18' (uncommon usage), '27' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:45:35 log_channel(cluster) log [INF] : osd 0 is healthy,8.38189748719742e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:18 log_channel(client) log [INF] : client 6763 executed command mon_status successfully,1.881270037529248e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:21 log_channel(cluster) log [INF] : RADOS operation completed for pool 801,1.1510832109706826e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:41 log_channel(rgw) log [INF] : RGW user 'user-41' authenticated successfully,4.4703369894705247e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:51 log_channel(mon) log [INF] : no pending health issues,0.00020786176901310682,False,False,True,False,0.007,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:24 log_channel(cluster) log [ERR] : OSD 0 failure: disk full, unable to write data",1.4342357701480068e-07,False,True,False,True,0.0,"This log shows unusual patterns with tokens: '18' (uncommon usage), '27' (uncommon usage), '0' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
"2025-04-27 18:46:46 log_channel(cluster) log [DBG] : osdmap 182: 14 total, 5 up",3.86483179681818e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:33 log_channel(mds) log [INF] : MDS.2 session with client.3094 established,0.0005738019826821983,False,False,True,False,0.0193,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:43 log_channel(cluster) log [ERR] : OSD 10 cannot find disk, going into error statelog_channel(osd) log [WRN] : inconsistent PG 166 detected [error=unknown]",0.0013222317211329937,True,True,False,True,0.0445,"This log shows unusual patterns with tokens: '##n' (uncommon usage), '=' (uncommon usage), '##log' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:39:37 log_channel(client) log [INF] : client 1373 executed command status successfully,3.950205609726254e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:35 log_channel(client) log [INF] : object read completed by client 9498,0.0005568235646933317,False,False,True,False,0.0187,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:59 log_channel(cluster) log [DBG] : heartbeat from OSD 8,1.918521945754037e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:40:39 log_channel(cluster) log [DBG] : osdmap 196: 10 total, 10 up",1.1602665836107917e-05,False,False,True,False,0.0004,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:43 log_channel(cluster) log [INF] : RADOS operation completed for pool 460,1.3410641486188979e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:32 log_channel(client) log [INF] : client 1412 executed command mon_status successfully,3.501754690660164e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:29 log_channel(cluster) log [INF] : RADOS operation completed for pool 630,2.372930339333834e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:01 log_channel(mon) log [INF] : MON 4 beacon received,6.481955665549322e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:49 log_channel(cluster) log [DBG] : heartbeat from OSD 6,1.4342356280394597e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:20 log_channel(mds) log [DBG] : MDS.2 updated inode cache size: 22512,2.3003033220447833e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:08 log_channel(mds) log [INF] : MDS.0 session with client.1104 established,0.0005135947139933705,False,False,True,False,0.0173,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:18 log_channel(cluster) log [DBG] : recovery completed on osd.3,3.073358811889193e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:33 log_channel(cluster) log [DBG] : recovery completed for PG 241,3.594894621983258e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:25 log_channel(rbd) log [INF] : RBD unmap operation for image 'rbd-image-5' completed successfully,2.0321015199442627e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:43 log_channel(cluster) log [DBG] : OSD 5 backfill completed,0.0005724309012293816,False,False,True,False,0.0193,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:01 log_channel(cluster) log [DBG] : MDS startup completed,4.696782707469538e-05,False,False,True,False,0.0016,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:04 log_channel(rbd) log [INF] : RBD image 'rbd-image-6' mapped to /dev/rbd7,1.5329480902437354e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:34 log_channel(cluster) log [INF] : snapshot 730 created,6.686784672638169e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:34 log_channel(pg) log [DBG] : PG 901 scrub completed,1.1920921139108032e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:36 log_channel(rbd) log [INF] : RBD image 'rbd-image-6' mapped to /dev/rbd4,1.5888269899733132e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:17 log_channel(network) log [DBG] : heartbeat received from mon.5,2.2724231030224473e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:03 log_channel(cluster) log [DBG] : heartbeat from OSD 4,2.1234103542155935e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:40:06 log_channel(cluster) log [DBG] : osdmap 162: 15 total, 5 up",1.5499927030759864e-05,False,False,True,False,0.0005,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:47 log_channel(cluster) log [DBG] : OSD 6 backfill completed,0.0007275997777469456,False,False,True,False,0.0245,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:36 log_channel(audit) log [INF] : auth key accepted for client 4804,0.00018493205425329506,False,False,True,False,0.0062,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:45 log_channel(mon) log [INF] : no pending health issues,0.0002155388065148145,False,False,True,False,0.0073,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:17 log_channel(cluster) log [DBG] : recovery completed on osd.0,2.6076992298840196e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:39 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 787,1.713632116207009e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:56 log_channel(cluster) log [INF] : reweight-by-utilization applied,0.000761844334192574,False,False,True,False,0.0256,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:39 log_channel(client) log [INF] : object read completed by client 6006,0.00094130594516173,False,False,True,False,0.0317,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:38 log_channel(mon) log [INF] : config update committed,0.0006677878554910421,False,False,True,False,0.0225,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:04 log_channel(rbd) log [DBG] : RBD snapshot 'snap-114' created for image 'rbd-image-1',0.000158586073666811,False,False,True,False,0.0053,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:42 log_channel(cluster) log [ERR] : MON 1 crashed due to out of memory,1.639126594454865e-07,False,True,False,True,0.0,"This log shows unusual patterns with tokens: '1' (uncommon usage), '27' (uncommon usage), '18' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:45:48 log_channel(mds) log [DBG] : MDS.0 updated inode cache size: 40951,2.3934208002174273e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:55 log_channel(client) log [INF] : client 1344 executed command osd tree successfully,5.05631805935991e-06,False,False,True,False,0.0002,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:59 log_channel(rgw) log [INF] : RGW op success: PUT /bucket-15/object-562.bin,1.3333250535652041e-05,False,False,True,False,0.0004,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:05 log_channel(cluster) log [DBG] : MDS startup completed,4.731362059828825e-05,False,False,True,False,0.0016,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:08 log_channel(pg) log [INF] : PG 287 active and clean,2.8870869073216454e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:27 log_channel(rbd) log [INF] : RBD image 'rbd-image-6' mapped to /dev/rbd10,1.8831187844625674e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:01 log_channel(mon) log [INF] : MON 1 beacon received,5.49476794731163e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:26 log_channel(audit) log [INF] : auth key accepted for client 3623,0.00017184096213895828,False,False,True,False,0.0058,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:19 log_channel(cluster) log [INF] : snapshot 211 created,9.685747670573619e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:02 log_channel(mds) log [DBG] : MDS.3 updated inode cache size: 63995,2.106595957229729e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:41 log_channel(pg) log [INF] : PG 829 active and clean,1.378356273562531e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:15 log_channel(cluster) log [INF] : snapshot 206 created,1.5459934843420342e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:07 log_channel(mds) log [DBG] : MDS.0 is exporting namespace to rank 2,5.886035069124773e-05,False,False,True,False,0.002,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:45:25 log_channel(cluster) log [DBG] : pgmap v4327: 331 pgs: 42 peering, 295 active+clean; 92547 KiB data, 73 GiB used, 38 GiB avail",0.00019726628670468926,False,False,True,False,0.0066,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:47 log_channel(mon) log [ERR] : election timeout for monitor 0,0.0006716644857078791,True,True,False,True,0.0226,"This log shows unusual patterns with tokens: '##out' (uncommon usage), 'time' (uncommon usage), 'monitor' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:43:18 log_channel(cluster) log [DBG] : MDS startup completed,5.2895775297656655e-05,False,False,True,False,0.0018,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:20 log_channel(mds) log [DBG] : MDS.0 is exporting namespace to rank 0,6.110432877903804e-05,False,False,True,False,0.0021,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:23 log_channel(cluster) log [INF] : client reconnect complete,0.0013974315952509642,False,False,True,False,0.047,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:41 log_channel(cluster) log [ERR] : MON 5 crashed due to out of memory,1.8440167082189873e-07,False,True,False,True,0.0,"This log shows unusual patterns with tokens: '5' (uncommon usage), '18' (uncommon usage), '27' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:39:48 log_channel(cluster) log [DBG] : scrub starts,2.925963826783118e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:01 log_channel(rgw) log [INF] : RGW user 'user-6' authenticated successfully,4.0419314473183476e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:00 log_channel(cluster) log [WRN] : OSD 8 is down: no heartbeat,0.002903898013755679,True,True,False,True,0.0977,"This log shows unusual patterns with tokens: '##n' (uncommon usage), 'wr' (uncommon usage), '8' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:40:58 log_channel(mds) log [DBG] : MDS.2 updated inode cache size: 7305,4.4850253289041575e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:44:29 log_channel(cluster) log [DBG] : osdmap 148: 11 total, 8 up",3.7828178847121308e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:51 log_channel(rgw) log [DBG] : RGW bucket index updated for bucket 'bucket-13',1.2591183349286439e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:12 log_channel(cluster) log [DBG] : scrub starts,3.6261726563679986e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:58 log_channel(cluster) log [DBG] : pgmap v3291: 443 pgs: 4 peering, 76 active+clean; 87346 KiB data, 73 GiB used, 28 GiB avail",4.130173329031095e-05,False,False,True,False,0.0014,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:22 log_channel(cluster) log [DBG] : MDS startup completed,4.9006237532012165e-05,False,False,True,False,0.0016,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:50 log_channel(cluster) log [INF] : snapshot 367 created,1.0058278121505282e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:08 log_channel(cluster) log [DBG] : scrub ok,8.940691742509443e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
